public/media/brand/doctor-ghezelbaash-symbol-192.png|192|192
public/media/brand/doctor-ghezelbaash-symbol-512.png|512|512
public/media/brand/doctor-ghezelbaash-symbol-maskable-512.png|512|512
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-16x9.webp|960|540
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-1x1.webp|960|960
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-4x3.webp|960|720
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-640.avif|640|854
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-640.webp|640|854
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-960.webp|960|1280
public/media/images/clinic/ghezelbash-clinic-interior-kermanshah-960.avif|960|1280
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-16x9.webp|864|486
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-1x1.webp|864|864
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-4x3.webp|864|648
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-640.avif|640|1138
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-640.webp|640|1138
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-864.webp|864|1536
public/media/images/clinic/ghezelbash-clinic-reception-kermanshah-864.avif|864|1536
public/media/images/physician/derived/saeed-ghezelbaash-portrait-1200x1200.jpg|1200|1200
public/media/images/physician/derived/saeed-ghezelbaash-portrait-1200x675.jpg|1200|675
public/media/images/physician/derived/saeed-ghezelbaash-portrait-1200x900.jpg|1200|900
public/media/images/physician/derived/saeed-ghezelbaash-social-1200x630.jpg|1200|630
public/media/images/physician/master/saeed-ghezelbaash-in-clinical-office.webp|4897|3266
public/media/images/physician/master/saeed-ghezelbaash-in-clinical-office.jpg|4897|3266
public/media/images/physician/master/saeed-ghezelbaash-physician-portrait.webp|4897|3266
public/media/images/physician/master/saeed-ghezelbaash-physician-portrait.jpg|4897|3266
public/media/images/physician/master/saeed-ghezelbaash-with-clinical-team.webp|4897|3266
public/media/images/physician/master/saeed-ghezelbaash-with-clinical-team.jpg|4897|3266
public/media/images/physician/saeed-ghezelbash-clinical-examination-1600.avif|1600|1067
public/media/images/physician/saeed-ghezelbash-clinical-examination-1600.webp|1600|1067
public/media/images/physician/saeed-ghezelbash-clinical-examination-960.webp|960|640
public/media/images/physician/saeed-ghezelbash-clinical-examination-960.avif|960|640
public/media/images/physician/saeed-ghezelbash-in-clinical-office-delivery-640.avif|640|427
public/media/images/physician/saeed-ghezelbash-in-clinical-office-delivery-640.webp|640|427
public/media/images/physician/saeed-ghezelbash-portrait-1600.webp|1600|1067
public/media/images/physician/saeed-ghezelbash-portrait-1600.avif|1600|1067
public/media/images/physician/saeed-ghezelbash-portrait-960.avif|960|640
public/media/images/physician/saeed-ghezelbash-portrait-960.webp|960|640
public/media/images/physician/saeed-ghezelbash-portrait-delivery-640.webp|640|427
public/media/images/physician/saeed-ghezelbash-portrait-delivery-640.avif|640|427
public/media/images/physician/saeed-ghezelbash-with-clinic-team-1600.avif|1600|1067
public/media/images/physician/saeed-ghezelbash-with-clinic-team-1600.webp|1600|1067
public/media/images/physician/saeed-ghezelbash-with-clinic-team-960.avif|960|640
public/media/images/physician/saeed-ghezelbash-with-clinic-team-960.webp|960|640
public/media/images/physician/saeed-ghezelbash-with-clinic-team-delivery-640.webp|640|427
public/media/images/physician/saeed-ghezelbash-with-clinic-team-delivery-640.avif|640|427
public/media/posters/education/saeed-ghezelbash-jalupro-vs-profhilo.webp|720|1280
public/media/posters/education/saeed-ghezelbash-subcision-technique.webp|720|1280
public/media/posters/education/saeed-ghezelbash-thread-lift-workshop.webp|720|1280
public/media/posters/testimonials/saeed-ghezelbash-kurdish-patient-review.webp|720|1280
public/media/images/physician/saeed-ghezelbash-clinical-examination-720.avif|720|480
public/media/images/physician/saeed-ghezelbash-clinical-examination-800.avif|800|534
public/media/images/physician/saeed-ghezelbash-portrait-720.avif|720|480
public/media/images/physician/saeed-ghezelbash-portrait-800.avif|800|534
